Annee;Region;Province;Culture;Production (t);Stock;Disponibilite;Population;PDI;Pop_tot;Disponibilite/tete;Equivalent Kcal;Besoin Kcal
2022;Centre Ouest;Ziro;NIEBE;15846,78918;;15846,78918;260560;106193;276406,7892;0,057331404;195500,0862;
2022;Centre Sud;Bazèga;NIEBE;19362,70132;;19362,70132;294482;9775;313844,7013;0,061695167;210380,5201;
2022;Centre Sud;Nahouri;NIEBE;6547,633383;;6547,633383;208297;10818;214844,6334;0,030476132;103923,6097;
2022;Centre Sud;Zoundweogo;NIEBE;8924,579684;;8924,579684;331085;17138;340009,5797;0,026248024;89505,7626;
2022;Est;Gnagna;NIEBE;18681,37499;;18681,37499;731329;77803;750010,375;0,024908155;84936,80997;
2022;Est;Gourma;NIEBE;25486,53267;;25486,53267;470498;734244;495984,5327;0,051385741;175225,3764;
2022;Est;Komandjoari;NIEBE;1788,592257;;1788,592257;114167;181083;115955,5923;0,015424804;52598,58087;
2022;Est;Kompienga;NIEBE;2424,271606;;2424,271606;129788;120686;132212,2716;0,018336207;62526,46653;
2022;Est;Tapoa;NIEBE;17519,11232;;17519,11232;661426;82363;678945,1123;0,025803429;87989,69451;
2022;Hauts Bassins;Houet;NIEBE;35392,12806;;35392,12806;1637299;186718;1672691,128;0,021158795;72151,48968;
2022;Hauts Bassins;Kénédougou;NIEBE;8109,85204;;8109,85204;431023;32011;439132,852;0,018467878;62975,46478;
2022;Hauts Bassins;Tuy;NIEBE;18683,69018;;18683,69018;355090;64005;373773,6902;0,049986638;170454,4359;
2022;Nord;Loroum;NIEBE;6215,040573;;6215,040573;211780;496807;217995,0406;0,028510009;97219,13076;
2022;Nord;Passoré;NIEBE;34627,511;;34627,511;487270;29131;521897,511;0,066349255;226250,9593;
2022;Nord;Yatenga;NIEBE;75225,87436;;75225,87436;884192;1032509;959417,8744;0,078407831;267370,703;
2022;Nord;Zondoma;NIEBE;11713,125;;11713,125;257295;17688;269008,125;0,0435419;148477,8806;
2022;Plateau Central;Ganzourgou;NIEBE;26571,84164;;26571,84164;516993;64985;543564,8416;0,048884401;166695,8071;
2022;Plateau Central;Kourwéogo;NIEBE;11072,02723;;11072,02723;191813;13833;202885,0272;0,054572914;186093,6383;
2022;Plateau Central;Oubritenga;NIEBE;23110,4311;;23110,4311;333817;80259;356927,4311;0,064748263;220791,5761;
2022;Sahel;Oudalan;NIEBE;12611,00906;;12611,00906;165274;602434;177885,0091;0,070894164;241749,1004;
2022;Sahel;Séno;NIEBE;14579,76218;;14579,76218;434993;860906;449572,7622;0,032430261;110587,1912;
2022;Sahel;Soum;NIEBE;16255,76403;;16255,76403;384202;2204871;400457,764;0,040592955;138421,9769;
2022;Sahel;Yagha;NIEBE;1674,98441;;1674,98441;181538;148508;183212,9844;0,00914228;31175,17492;
2022;Sud Ouest;Bougouriba;NIEBE;13393,50894;;13393,50894;165322;40191;178715,5089;0,074943182;255556,2512;
2022;Sud Ouest;Ioba;NIEBE;8567,28885;;8567,28885;282636;6015;291203,2888;0,029420303;100323,2316;
2022;Sud Ouest;Noumbiel;NIEBE;3370,322518;;3370,322518;106220;26689;109590,3225;0,030753833;104870,5718;
2022;Sud Ouest;Poni;NIEBE;21326,38963;;21326,38963;381962;147739;403288,3896;0,052881239;180325,0243;
